table,sendTo,payload
R,1,501‖Greg
R,1,503‖Mary
R,1,504‖Ronnie
R,1,511‖Earl
R,1,523‖Nereida
R,1,524‖Leslie
R,1,531‖Augustine
R,1,537‖Sophie
R,1,540‖Katherine
R,1,544‖Steven
R,1,553‖John
R,1,560‖Shawna
R,1,562‖David
R,1,566‖Yvonne
R,1,566‖Cristal
R,1,570‖Mary
R,1,573‖Marc
R,1,574‖Carmen
R,1,574‖Sue
R,1,576‖Bettye
R,1,578‖Kevin
R,1,580‖Kristina
R,1,585‖Barbara
R,1,586‖Kirby
R,1,592‖Kelly
R,1,593‖Kimberly
R,1,593‖Stephen
R,1,595‖Betty
R,1,597‖Krista
R,1,599‖Jennifer
R,1,603‖Carolyn
R,1,608‖Nannie
R,1,624‖Warren
R,1,625‖Ronald
R,1,625‖Sean
R,1,629‖Kristin
R,1,632‖Rebecca
R,1,636‖Daniel
R,1,637‖Gregory
R,1,637‖Kimberly
R,1,644‖Albertine
R,1,644‖Matthew
R,1,646‖Evelyn
R,1,647‖Florine
R,1,648‖Carmen
R,1,650‖Anne
R,1,652‖Nicholas
R,1,655‖Carolyn
R,1,662‖Darren
R,1,663‖Olivia
R,1,675‖Pat
R,1,681‖Dorothy
R,1,686‖Andrew
R,1,686‖Rebecca
R,1,687‖Courtney
R,1,688‖Vicki
R,1,691‖Shirley
R,1,697‖Ronald
R,1,697‖Keith
R,1,697‖Melissa
R,1,705‖James
R,1,709‖Frankie
R,1,709‖Lisa
R,1,718‖Patricia
R,1,721‖Joshua
R,1,723‖Valerie
R,1,726‖Evan
R,1,726‖Laura
R,1,727‖Milton
R,1,728‖James
R,1,730‖Virginia
R,1,735‖Jim
R,1,736‖David
R,1,737‖William
R,1,741‖Laurel
R,1,743‖Mary
R,1,749‖Joseph
R,1,751‖Timothy
R,1,752‖Diane
R,1,761‖Lori
R,1,762‖Justin
R,1,762‖Katherine
R,1,766‖Jose
R,1,767‖Mildred
R,1,770‖Joel
R,1,776‖Christopher
R,1,783‖Gertude
R,1,788‖Edward
R,1,789‖Jenny
R,1,793‖Anthony
R,1,794‖Pamela
R,1,798‖Stewart
R,1,804‖Brian
R,1,805‖Carol
R,1,812‖Debra
R,1,812‖Rebecca
R,1,813‖Robert
R,1,814‖Susan
R,1,815‖Michelle
R,1,821‖Lashonda
R,1,831‖Caroline
R,1,833‖Daniel
R,1,834‖Jackie
R,1,836‖Michael
R,1,837‖Daniel
R,1,841‖Steven
R,1,861‖Sherry
R,1,862‖Margaret
R,1,865‖Manuel
R,1,867‖Juan
R,1,870‖Bart
R,1,871‖Stanley
R,1,871‖Paul
R,1,871‖Nellie
R,1,876‖Mary
R,1,877‖Patricia
R,1,878‖Marcelino
R,1,879‖Kimberly
R,1,881‖Donald
R,1,883‖Diana
R,1,886‖Albert
R,1,889‖Karl
R,1,897‖Crystal
R,1,898‖John
R,1,898‖Mary
R,1,901‖Joseph
R,1,904‖Garland
R,1,905‖Anthony
R,1,906‖Thomas
R,1,909‖Charles
R,1,910‖Edna
R,1,911‖James
R,1,911‖Bill
R,1,911‖Robert
R,1,914‖Mary
R,1,915‖Mervin
R,1,916‖Theresa
R,1,917‖Karen
R,1,920‖Shu
R,1,920‖Dennis
R,1,920‖Lois
R,1,924‖Elizabeth
R,1,925‖Robert
R,1,925‖Diane
R,1,926‖Ronald
R,1,928‖Joshua
R,1,931‖Frances
R,1,931‖Jessie
R,1,934‖Mark
R,1,935‖Steven
R,1,935‖Deborah
R,1,936‖Diana
R,1,938‖Rosalind
R,1,938‖Frances
R,1,940‖Tami
R,1,944‖Tammy
R,1,944‖Henry
R,1,949‖George
R,1,950‖Whitney
R,1,950‖Janel
R,1,953‖Dennis
R,1,955‖Randall
R,1,958‖Faye
R,1,958‖Sonja
R,1,972‖Maggie
R,1,973‖James
R,1,976‖Santiago
R,1,980‖David
R,1,983‖William
R,1,984‖Julie
R,1,986‖Earl
R,1,997‖Nina
S,1,502‖Robinson
S,1,508‖Fye
S,1,510‖Myers
S,1,514‖Ross
S,1,520‖Nash
S,1,521‖Earheart
S,1,523‖Cox
S,1,524‖Bright
S,1,524‖Chesley
S,1,527‖Turnbull
S,1,529‖Lyons
S,1,531‖Purcell
S,1,532‖Hart
S,1,532‖Cadwell
S,1,533‖Davis
S,1,535‖Mackie
S,1,541‖Jones
S,1,542‖Marcum
